sense,honor,curse,despise,situation,antihuman,roughness,slaughter,strike_support,depression_rate
2.505,2.259,2.107,1.684,2.448,1.386,0.207,0.148,2.557,0.331
0.776,0.434,0.336,0.136,1.712,0.388,0.0,0.0,1.287,0.0
2.115,1.808,1.619,1.456,2.328,0.97,0.551,0.038,2.051,0.109
2.654,2.512,2.105,1.858,2.512,1.379,0.204,0.162,2.072,0.183
2.298,1.803,1.663,1.524,2.43,1.735,1.076,0.811,1.769,0.345
3.315,2.95,2.58,1.939,2.314,0.897,1.003,0.826,2.739,0.479
2.326,2.012,1.697,1.663,2.536,1.074,0.0,0.0,1.987,0.294
2.65,2.591,2.017,1.66,2.322,1.348,0.59,0.476,2.436,0.373
3.118,2.625,2.571,2.233,2.59,1.709,0.263,0.104,2.12,0.478
2.823,3.065,2.815,2.563,2.585,2.048,0.741,0.39,2.781,0.415
2.555,2.206,1.871,1.758,2.33,1.33,0.847,0.661,2.443,0.518
2.518,2.25,2.655,2.082,2.507,1.738,0.881,0.77,2.395,0.287
1.058,0.838,0.814,0.768,1.784,0.69,0.172,0.166,1.382,0.0
2.446,2.371,2.086,1.718,2.033,0.964,0.286,0.185,2.086,0.022
2.942,2.924,2.823,2.464,2.59,1.442,1.681,1.353,3.019,0.37
3.437,3.382,3.108,2.699,2.788,2.491,1.259,0.671,3.236,0.373
2.042,1.982,1.652,1.626,2.255,0.91,0.081,0.129,2.02,0.027
2.302,2.426,2.083,1.609,2.14,1.465,0.751,0.561,2.503,0.0
3.057,2.424,2.216,1.903,2.462,1.5,0.815,0.366,2.549,0.118
2.716,2.556,2.319,1.904,2.419,1.317,0.76,0.057,2.396,0.15
2.296,2.082,1.663,1.361,2.335,1.221,0.062,0.078,1.96,0.115
2.587,2.397,2.084,1.552,2.383,1.515,1.05,0.529,2.192,0.387
3.053,2.489,1.83,2.123,2.257,1.315,0.636,0.543,2.11,0.009
2.309,2.163,1.543,1.408,2.499,1.006,0.123,0.0,1.828,0.185
3.061,3.078,2.806,2.505,2.679,1.718,0.619,0.514,2.564,0.274
1.421,1.38,1.239,0.961,2.135,0.907,0.537,0.333,1.821,0.339
3.119,3.025,2.884,2.496,2.489,1.962,1.678,0.538,2.739,0.667
2.607,2.756,2.298,2.083,2.585,1.541,0.602,0.477,2.338,0.183
2.428,1.719,1.215,1.292,1.875,0.813,0.236,0.359,1.879,0.068
3.712,2.881,2.824,1.947,2.745,1.466,0.569,0.252,2.663,0.789
3.099,2.681,2.16,1.919,2.607,1.408,0.301,0.0,2.076,0.216
1.474,2.002,1.194,1.201,2.276,1.001,0.235,0.065,1.843,0.454
1.794,1.393,1.087,0.945,2.003,0.586,0.0,0.0,1.792,0.014
2.63,2.238,2.031,1.807,2.613,1.656,0.846,0.188,2.275,0.216
3.105,3.192,3.039,2.317,2.772,1.534,1.022,0.496,2.915,0.715
2.747,2.864,2.767,2.541,2.605,1.778,1.212,1.022,2.789,0.637
2.736,2.727,2.338,1.824,2.06,1.32,0.059,0.0,2.463,0.556
3.035,2.942,2.783,2.082,2.391,1.83,2.091,1.864,2.725,0.399
4.0,4.0,3.89,3.874,3.329,3.681,1.404,0.827,3.367,1.1
3.288,3.58,3.516,3.173,2.714,2.808,0.683,0.547,2.669,0.627
3.388,3.559,2.891,2.52,2.851,2.024,0.842,0.324,2.658,0.625
3.512,3.277,3.246,2.755,2.732,1.892,0.178,0.161,2.762,0.802
1.7,1.333,0.93,0.989,2.014,0.861,0.604,0.408,1.529,0.07
2.848,2.545,1.897,1.883,2.713,1.635,0.962,0.527,2.606,0.548
1.753,1.627,1.337,1.065,1.837,0.536,0.0,0.04,1.709,0.0
2.017,1.952,1.29,1.033,2.065,0.473,0.375,0.312,1.96,0.209
0.695,0.273,0.288,0.42,1.38,0.346,0.148,0.0,1.096,0.045
2.75,2.919,2.38,2.603,2.795,2.288,1.352,0.724,2.829,0.184
1.913,1.781,1.671,1.444,2.166,1.126,0.473,0.16,1.978,0.301
2.075,1.996,1.605,1.486,2.553,0.925,0.627,0.093,2.014,0.022
2.354,1.781,1.69,1.283,2.085,0.497,0.0,0.0,1.93,0.138
1.233,1.087,0.807,0.745,1.956,0.597,0.011,0.056,1.545,0.078
3.675,3.628,3.271,2.742,2.965,2.284,0.911,0.465,3.025,0.741
3.129,2.532,2.495,1.848,2.555,1.709,1.041,0.852,2.486,0.502
2.798,2.834,2.647,2.196,2.349,1.18,0.234,0.226,2.683,0.186
3.253,2.678,1.95,1.95,2.705,1.447,0.978,0.802,2.557,0.363
1.508,1.029,0.589,0.263,1.856,0.546,0.0,0.0,1.546,0.0
1.791,1.771,1.464,0.839,1.871,0.436,0.165,0.126,1.483,0.0
2.741,2.418,2.278,2.006,2.373,0.946,0.291,0.068,2.549,0.0
2.236,2.15,2.147,2.065,2.329,1.656,0.904,0.583,2.238,0.548
2.659,2.532,2.108,1.81,2.255,0.961,0.915,0.525,2.093,0.0
3.466,3.096,3.062,2.547,2.927,2.155,0.748,0.457,2.703,0.68
3.98,3.717,3.729,3.101,2.875,2.251,1.135,0.977,3.302,0.716
3.133,2.675,2.149,1.947,2.542,1.811,1.126,0.983,2.351,0.361
1.834,1.621,1.299,0.906,2.411,0.842,0.195,0.112,1.678,0.0
2.824,2.691,2.497,2.052,2.498,1.806,0.729,0.442,2.589,0.579
3.153,2.811,2.498,2.315,2.418,1.765,0.267,0.167,2.591,0.472
2.216,1.996,1.691,1.336,2.114,0.835,0.147,0.166,1.942,0.063
3.592,3.516,3.305,2.804,3.241,2.066,1.197,0.949,3.331,0.618
2.468,2.438,2.066,1.612,2.599,1.397,0.832,0.523,2.441,0.683
2.394,2.044,1.734,1.352,2.163,0.994,0.248,0.229,1.845,0.101
3.261,2.988,2.84,2.235,2.737,1.752,0.566,0.379,3.137,0.265
0.461,0.987,0.897,0.769,1.867,0.973,0.014,0.0,1.479,0.0
1.826,1.372,0.978,0.902,1.967,0.801,0.0,0.022,1.657,0.0
2.799,2.692,2.376,1.904,2.625,1.408,0.944,0.725,2.404,0.2
2.845,3.058,2.91,2.485,2.922,1.639,1.125,0.464,2.965,0.652
2.41,2.325,1.794,1.666,2.308,1.437,0.184,0.153,2.312,0.306
2.777,2.741,2.616,1.892,2.269,1.229,0.104,0.102,2.195,0.807
2.553,2.265,2.249,1.944,2.6,1.089,0.859,0.911,2.148,0.135
2.315,2.386,2.048,1.741,2.425,1.462,0.785,0.409,2.688,0.223
2.17,1.902,1.742,1.358,2.156,0.535,0.0,0.0,2.327,0.024
2.171,1.893,1.715,1.398,2.292,1.306,0.3,0.083,2.048,0.161
2.722,2.633,2.407,1.916,2.451,1.513,0.466,0.149,2.731,0.121
3.372,3.377,2.787,2.446,2.567,1.744,0.675,0.107,2.837,0.412
3.288,2.756,2.63,2.372,2.243,1.762,1.112,0.57,2.454,0.599
2.015,1.648,1.497,1.293,2.017,1.024,0.316,0.298,1.917,0.081
2.245,1.93,1.785,1.627,2.175,0.478,0.165,0.0,2.052,0.0
2.172,1.895,1.664,1.367,2.533,1.197,0.244,0.257,1.599,0.221
1.362,1.444,1.22,0.952,2.15,0.833,0.509,0.313,2.296,0.009
2.553,2.071,1.682,1.466,2.238,1.054,0.998,0.584,2.093,0.157
3.251,3.133,2.663,2.063,2.791,1.717,0.193,0.006,2.354,0.97
3.222,3.015,2.588,2.096,2.759,1.126,0.318,0.0,2.618,0.616
2.815,2.546,2.22,1.935,2.413,1.588,0.577,0.505,2.393,0.142
2.448,2.143,1.973,1.983,2.406,1.438,0.423,0.095,2.117,0.442
1.982,1.954,1.606,1.377,2.048,1.35,0.347,0.078,1.851,0.128
1.363,1.356,0.989,0.652,1.985,0.464,0.07,0.0,1.396,0.0
1.81,1.501,1.223,1.26,1.983,0.656,0.0,0.0,1.752,0.0
1.245,1.464,1.027,0.756,1.87,0.644,0.15,0.006,1.78,0.068
3.26,2.4,2.073,2.067,2.265,1.111,1.257,0.891,2.766,0.333
2.174,2.321,2.233,1.939,2.829,1.695,1.707,1.379,2.156,0.287
3.059,2.333,2.097,1.852,2.226,1.27,0.621,0.352,2.204,0.56
0.813,0.848,0.712,0.625,1.629,0.43,0.008,0.0,1.199,0.0
3.724,3.651,3.404,3.145,3.049,2.49,1.445,0.79,3.382,0.346
1.956,1.737,1.44,1.237,1.852,0.892,0.0,0.0,1.856,0.359
2.355,2.492,1.964,1.864,2.529,1.635,0.601,0.171,2.313,0.486
1.981,1.591,1.398,0.79,2.292,0.635,0.191,0.158,1.769,0.0
0.93,0.863,0.705,0.978,2.058,0.179,0.0,0.0,1.209,0.0
3.236,2.871,2.799,2.448,2.588,2.076,1.069,0.591,2.872,0.237
1.589,1.291,0.488,0.589,1.834,0.206,0.241,0.189,1.508,0.0
3.567,3.236,2.935,2.25,2.566,1.972,0.814,0.444,2.572,0.776
2.608,2.475,1.807,1.68,2.554,1.375,0.768,0.389,2.269,0.495
2.393,2.457,2.209,1.906,2.359,1.356,0.632,0.375,2.382,0.169
3.525,3.308,3.116,2.457,2.552,1.335,0.427,0.03,2.952,0.249
3.232,2.971,2.717,2.221,2.965,1.89,3.251,2.234,2.803,0.52
3.044,2.784,2.374,1.817,2.697,1.902,0.371,0.283,2.98,0.0
3.144,2.509,2.489,2.04,2.37,1.995,1.412,1.093,2.335,0.295
3.805,3.339,3.292,2.2,2.601,1.64,0.85,0.243,3.386,0.519
1.965,1.521,1.235,1.126,2.045,0.704,0.245,0.067,1.839,0.0
1.869,1.916,1.328,1.145,2.208,1.105,0.571,0.539,2.153,0.033
2.95,2.596,2.396,1.991,2.546,1.918,1.894,1.52,2.548,0.332
3.512,3.321,2.727,2.334,2.797,1.77,0.863,0.628,2.61,0.464
2.617,2.558,2.274,2.174,2.461,1.147,1.124,0.904,2.594,0.135
2.842,2.872,2.723,2.447,2.544,1.679,0.057,0.029,2.418,0.145
3.265,2.972,2.396,2.487,2.781,2.085,1.174,0.671,2.701,0.369
1.929,1.863,1.41,1.309,1.964,1.086,0.28,0.154,1.787,0.015
2.33,2.297,1.993,1.818,2.259,1.245,0.57,0.38,2.514,0.0
2.038,1.95,1.46,1.298,2.004,0.471,0.0,0.0,2.005,0.085
3.59,3.31,3.015,2.664,2.462,1.849,1.672,1.337,2.885,0.782
2.911,2.582,2.107,1.775,2.197,1.114,0.218,0.0,2.277,0.072
3.227,3.324,2.954,2.431,2.904,2.129,1.064,0.587,2.944,0.886
3.756,3.938,3.742,3.367,2.927,2.569,0.481,0.09,3.303,1.015
1.971,2.028,1.638,1.344,2.234,0.815,0.146,0.053,1.765,0.215
3.24,3.134,2.813,2.571,2.677,2.301,2.442,1.98,2.671,0.866
3.543,3.425,3.149,2.955,2.644,2.11,0.997,0.379,2.9,0.771
2.671,2.227,1.987,1.837,2.311,1.701,1.137,0.972,1.823,0.263
2.457,2.146,2.276,1.966,2.489,1.363,0.393,0.29,2.143,0.198
1.997,1.606,1.447,1.413,1.997,1.006,0.08,0.018,1.954,0.0
1.991,1.86,1.625,1.124,1.951,0.819,0.0,0.0,2.093,0.029
3.39,3.104,2.942,2.489,2.687,1.807,0.424,0.141,2.75,0.505
2.57,2.434,2.086,1.465,2.581,1.574,1.217,1.16,2.713,0.387
1.227,1.072,0.809,0.961,2.093,0.821,0.398,0.322,1.558,0.128
3.168,2.672,2.765,2.409,2.444,1.368,0.176,0.0,2.681,0.277
2.407,2.465,2.001,1.892,2.484,1.702,0.415,0.409,2.382,0.374
3.714,3.533,3.614,3.161,3.169,2.068,0.644,0.297,2.588,1.258
2.287,2.237,1.808,1.32,2.439,1.016,0.502,0.322,2.099,0.207
3.256,2.605,2.401,2.036,2.565,1.937,2.206,2.169,2.817,0.818
1.796,1.794,1.141,0.844,2.096,0.942,0.601,0.318,1.855,0.118
2.914,3.034,2.715,2.461,2.939,1.532,0.272,0.318,2.959,0.319
4.0,3.887,3.531,3.122,3.222,2.441,1.311,0.723,3.695,1.024
3.249,3.027,2.78,2.201,2.078,1.648,0.952,0.622,2.554,0.549
3.332,3.419,3.091,2.789,3.041,2.036,0.678,0.613,2.867,0.726
2.81,2.318,2.257,1.474,2.366,1.087,0.277,0.074,2.032,0.156
3.033,2.701,2.449,1.787,2.206,1.36,0.445,0.241,2.444,0.322
3.277,3.368,2.982,2.437,2.907,2.04,0.24,0.221,2.823,0.493
2.337,2.131,1.874,1.49,2.023,1.409,0.111,0.0,2.088,0.031
2.702,2.412,2.353,2.032,2.511,2.058,0.889,0.491,2.278,0.588
2.806,3.118,2.64,2.539,2.631,2.219,1.173,1.206,2.925,1.734
3.032,2.398,2.085,1.896,2.191,1.012,0.0,0.0,2.257,0.128
4.0,3.898,3.681,3.151,3.103,2.419,2.381,1.713,3.579,1.151
2.292,1.929,1.412,1.399,2.146,0.999,0.505,0.351,2.009,0.361
3.099,3.199,2.666,2.133,2.981,2.154,1.057,0.423,3.05,0.728
2.849,2.51,2.455,2.133,2.645,2.1,1.037,0.678,2.317,0.558
2.46,2.149,1.868,1.636,2.109,0.933,0.0,0.0,1.758,0.28
3.205,2.594,2.138,1.845,2.158,1.393,0.812,0.413,2.23,0.29
2.657,2.478,2.36,1.895,2.509,1.151,0.601,0.285,2.29,0.497
3.041,2.706,2.267,1.887,2.78,1.688,1.145,0.958,2.554,0.428
2.649,2.921,2.482,1.944,2.174,1.217,0.259,0.0,2.36,0.0
2.297,2.351,1.899,1.821,2.247,1.673,0.202,0.227,2.106,0.0
1.9,2.15,1.894,1.61,2.503,1.427,0.42,0.288,2.086,0.2
2.081,1.575,1.338,1.479,2.413,0.975,0.76,0.756,1.546,0.179
3.053,2.872,2.205,1.803,3.001,1.308,0.874,0.548,2.447,0.208
1.486,0.717,0.448,0.524,1.751,0.326,0.207,0.031,1.203,0.038
3.32,3.53,2.988,2.912,2.958,2.479,0.225,0.179,2.999,0.146
3.027,2.705,2.117,1.775,2.566,1.571,1.592,0.923,2.621,0.305
1.526,1.156,0.856,0.791,1.791,0.899,0.308,0.218,1.49,0.063
3.01,3.123,2.713,2.374,2.6,1.221,0.424,0.177,2.733,0.428
3.141,2.752,2.514,2.364,2.589,1.912,0.909,0.637,2.32,0.162
2.681,2.506,2.201,1.901,2.477,1.652,1.406,0.493,2.427,0.445
1.851,1.466,1.207,0.864,2.131,0.677,0.331,0.035,2.008,0.051
2.131,2.179,2.03,1.658,2.19,0.842,0.0,0.0,2.131,0.0
2.458,2.413,2.303,1.824,2.477,1.276,0.908,0.643,2.453,0.21
1.784,1.953,1.686,1.217,2.145,1.11,0.671,0.429,1.895,0.223
2.174,2.038,1.578,1.347,2.048,0.874,0.651,0.373,2.14,0.162
1.875,1.673,1.349,0.928,2.211,0.939,0.144,0.0,1.789,0.107
3.9,3.235,2.562,2.583,2.627,1.953,1.168,0.722,2.726,0.532
2.524,2.541,2.247,1.978,2.087,1.198,0.194,0.0,2.235,0.176
3.088,3.052,2.601,2.634,2.89,1.78,0.211,0.085,2.682,0.443
3.11,2.748,2.181,2.087,2.466,1.714,1.971,1.312,2.307,0.566
2.817,2.661,2.432,2.371,2.675,1.799,1.307,0.794,2.662,0.281
3.093,3.018,2.891,2.335,2.769,1.735,0.551,0.401,2.953,0.657
2.378,2.394,2.104,1.938,2.463,1.099,0.496,0.042,2.433,0.29
2.547,2.324,2.108,1.772,2.432,1.419,0.518,0.395,2.342,0.457
1.782,1.729,1.261,0.861,2.013,0.222,0.006,0.028,1.88,0.013
2.929,2.329,2.28,1.886,2.596,1.884,0.193,0.0,2.148,0.26
0.625,0.397,0.012,0.0,1.976,0.109,0.202,0.226,1.281,0.0
3.955,3.9,3.658,3.151,3.138,2.328,1.301,0.626,3.409,0.984
2.114,1.802,1.439,1.491,2.34,1.11,0.292,0.021,1.912,0.001
2.619,2.867,2.413,2.202,2.113,1.622,0.246,0.107,2.104,0.061
2.041,1.681,1.628,1.177,1.941,1.025,0.285,0.177,1.462,0.018
1.578,1.283,1.06,0.909,1.999,0.605,0.616,0.523,1.42,0.116
2.649,2.381,1.85,1.797,2.428,1.43,0.674,0.485,2.536,0.146
2.831,2.18,1.833,1.599,2.321,1.135,0.448,0.277,2.144,0.185
2.012,1.597,1.144,0.783,2.021,0.78,0.63,0.456,1.813,0.11
3.289,3.241,2.708,2.614,2.97,2.351,0.769,0.6,2.723,0.699
3.342,3.111,3.351,2.674,3.181,2.419,1.08,0.779,3.152,0.843
2.679,2.561,1.886,1.461,2.29,1.126,0.453,0.343,2.256,0.167
1.826,1.743,1.41,0.938,1.96,0.623,0.366,0.213,1.608,0.115
1.616,1.737,0.661,0.449,1.527,0.389,0.0,0.001,1.745,0.0
3.39,3.058,2.548,1.904,2.756,1.228,1.447,1.423,2.799,0.485
1.576,1.725,1.467,1.244,1.796,0.559,0.0,0.0,1.424,0.092
3.73,3.52,3.23,2.772,2.775,2.127,1.821,1.381,2.719,0.908
1.52,1.877,1.366,0.991,2.077,0.508,0.127,0.0,1.583,0.073
3.526,3.102,2.855,2.838,2.979,2.546,1.42,0.796,2.937,0.81
1.881,1.607,0.987,0.76,2.04,0.198,0.214,0.138,1.781,0.0
3.302,3.254,3.293,2.994,2.48,2.124,0.721,0.208,2.949,0.835
3.235,2.981,2.616,2.426,2.923,1.841,1.333,0.774,2.523,0.263
1.885,2.005,1.52,1.437,2.38,1.102,0.427,0.47,2.151,0.071
3.065,2.675,2.322,1.884,2.291,1.455,0.12,0.0,2.202,0.496
3.45,3.257,3.37,2.67,2.857,2.18,0.573,0.313,2.664,0.419
1.989,1.824,1.391,1.27,2.267,0.984,0.347,0.179,1.802,0.148
3.174,2.661,2.68,2.348,2.62,1.65,0.713,0.171,2.556,0.353
2.758,2.39,2.014,1.744,2.362,1.194,0.472,0.231,2.402,0.238
1.954,1.581,1.192,1.265,2.069,0.683,0.35,0.261,1.926,0.0
2.553,2.421,2.155,1.746,2.284,1.193,0.514,0.598,2.362,0.0
2.167,1.566,1.513,1.056,2.226,0.283,0.127,0.089,1.735,0.009
2.745,2.461,2.511,1.997,2.204,1.087,0.427,0.209,2.425,0.248
2.809,2.849,2.597,2.255,2.773,2.031,0.761,0.312,2.796,0.564
1.762,1.734,1.194,1.335,2.214,1.062,0.626,0.331,1.858,0.144
1.716,1.484,1.3,0.868,2.045,0.353,0.0,0.0,1.632,0.125
1.405,1.048,0.832,0.499,2.185,0.536,0.253,0.0,1.481,0.0
1.255,1.059,0.754,0.588,1.956,0.635,0.095,0.0,1.131,0.093
3.054,2.598,2.337,1.74,2.542,1.616,0.945,0.442,1.939,0.23
2.892,2.6,2.423,2.018,2.403,1.635,1.134,1.127,2.761,0.501
3.203,3.544,2.983,2.365,2.579,2.006,0.902,0.454,2.981,0.439
1.693,1.293,1.028,0.907,1.865,0.677,0.063,0.111,1.468,0.039
1.809,2.023,1.142,0.982,1.986,0.249,0.008,0.06,1.247,0.0
2.744,2.714,2.351,2.214,2.627,1.68,0.919,0.229,2.306,0.307
2.629,2.725,2.852,2.155,2.455,1.694,1.491,1.209,2.617,0.271
2.494,2.016,1.635,1.164,2.169,0.63,0.096,0.047,2.049,0.0
3.438,3.164,3.025,2.836,2.925,2.125,1.2,0.562,2.748,0.45
2.558,2.337,2.242,1.736,2.629,1.501,1.047,0.987,2.326,0.602
2.669,2.283,1.997,1.373,2.393,0.328,0.185,0.083,2.186,0.0
2.82,2.772,2.37,1.844,2.63,1.363,0.92,0.448,2.671,0.181
2.396,2.146,1.953,1.54,2.458,1.761,0.385,0.467,2.225,0.133
2.753,2.776,2.318,2.372,2.544,1.79,0.334,0.364,2.523,0.301
1.97,1.982,1.983,1.559,2.305,1.244,0.84,0.798,2.074,0.083
2.603,2.154,1.865,1.565,2.35,1.404,0.0,0.0,2.053,0.0
1.51,1.424,1.16,0.639,1.887,0.552,0.166,0.17,1.414,0.302
2.106,1.735,1.25,1.04,2.252,0.875,0.566,0.412,1.579,0.062
3.057,3.124,2.79,2.448,2.581,2.691,1.731,1.242,2.758,0.526
3.798,3.489,3.285,2.74,2.879,2.759,1.205,0.904,3.473,0.513
1.862,1.493,1.032,0.817,1.987,0.657,0.746,0.397,2.015,0.322
2.066,1.84,1.541,1.351,2.275,0.885,0.218,0.0,1.971,0.16
2.004,1.917,1.215,1.044,2.277,1.049,0.02,0.0,1.939,0.0
2.898,2.443,1.805,1.21,2.434,1.722,1.015,0.56,2.392,0.283
2.697,2.922,2.772,2.205,2.669,1.838,0.457,0.204,2.42,0.262
3.157,2.873,2.909,2.326,2.626,2.023,0.651,0.539,3.028,0.658
1.125,1.374,0.87,0.891,1.646,0.523,0.0,0.0,1.389,0.0
2.352,2.378,2.011,1.421,2.033,1.082,0.316,0.354,2.135,0.245
1.519,1.082,0.752,0.594,1.796,0.393,0.0,0.0,1.757,0.0
3.229,3.191,2.801,2.21,2.603,2.032,0.841,0.529,2.825,0.794
1.608,1.601,1.293,1.301,1.943,1.133,0.0,0.0,1.429,0.036
2.527,2.281,1.962,1.717,2.391,1.078,1.048,1.041,2.118,0.251
2.073,1.58,1.373,1.155,1.987,0.898,0.12,0.0,1.74,0.131
2.463,2.051,1.485,1.269,2.245,0.973,0.117,0.036,2.254,0.335
1.801,1.005,0.605,0.421,2.386,0.543,0.071,0.137,0.871,0.015
1.913,1.921,1.458,1.538,2.168,1.238,0.153,0.115,1.84,0.0
2.212,1.978,1.854,1.492,2.356,1.75,0.938,0.746,2.113,0.082
0.244,0.381,0.574,0.388,1.67,0.611,0.724,0.563,1.261,0.0
3.129,2.786,2.628,2.32,2.721,1.537,0.182,0.257,2.518,0.781
2.678,2.566,2.448,2.225,2.386,1.908,0.645,0.508,2.538,0.472
2.286,2.099,1.706,1.458,2.356,1.139,0.58,0.103,2.015,0.336
2.367,1.939,1.648,1.347,2.058,0.72,0.526,0.475,2.085,0.131
1.442,0.974,1.013,0.826,1.982,1.083,0.079,0.127,1.568,0.0
1.986,1.569,1.247,1.04,2.101,1.104,0.286,0.278,1.729,0.179
0.0,0.0,0.0,0.0,1.591,0.0,0.0,0.0,1.21,0.216
2.957,2.607,2.713,2.43,2.721,1.523,1.086,0.603,2.526,0.443
1.908,1.765,1.697,1.483,2.189,0.943,0.23,0.123,2.106,0.32
2.501,1.769,1.503,1.064,1.928,0.853,0.468,0.307,1.796,0.026
3.088,2.757,2.783,2.648,2.936,2.064,0.666,0.428,2.571,0.568
2.534,2.289,1.986,1.586,2.565,1.185,0.487,0.523,2.655,0.143
1.816,1.481,1.373,1.534,2.041,0.964,0.405,0.32,1.849,0.0
3.583,3.709,3.325,2.812,3.014,2.475,1.097,0.826,3.301,0.566
1.847,1.729,1.46,1.148,1.955,0.499,0.162,0.15,1.958,0.304
2.993,2.673,2.46,2.041,2.397,1.788,1.78,0.972,2.724,0.531
1.16,1.074,0.818,0.924,2.1,0.831,0.498,0.336,1.424,0.063
3.032,2.065,1.735,1.847,2.391,1.301,0.92,0.726,1.876,0.38
1.741,1.795,1.524,1.255,2.238,1.109,0.5,0.197,2.027,0.218
2.837,2.825,2.446,1.861,2.364,1.223,0.202,0.225,2.383,0.05
2.329,2.5,2.286,2.31,2.58,1.61,0.639,0.517,2.401,0.305
2.605,2.25,1.945,1.636,2.267,1.263,0.564,0.073,1.805,0.159
2.189,2.358,2.107,1.822,2.279,1.195,0.349,0.127,2.104,0.286
2.98,2.788,2.482,2.154,2.659,1.456,0.916,0.602,2.528,0.375
2.71,2.228,1.842,2.082,2.483,1.677,0.574,0.239,2.101,0.335
3.654,3.292,3.21,2.431,3.047,1.805,0.367,0.086,3.079,0.151
2.132,2.05,1.515,1.055,2.369,1.18,0.0,0.0,1.656,0.129
2.548,2.397,2.127,1.635,2.552,1.216,0.829,0.646,1.863,0.331
2.208,1.931,1.622,1.547,2.234,1.681,0.625,0.167,2.182,0.228
2.28,2.122,1.839,1.681,2.337,1.41,0.506,0.498,2.096,0.016
2.489,2.465,2.455,2.383,2.627,1.991,0.462,0.309,2.513,0.222
2.267,2.819,2.533,1.872,2.55,1.356,0.035,0.072,2.766,0.245
2.245,2.179,1.696,1.335,2.365,0.901,0.237,0.0,2.123,0.134
2.663,2.082,1.698,1.403,2.264,0.955,0.586,0.299,2.157,0.255
2.986,3.008,2.389,2.258,2.678,1.649,1.002,0.748,2.483,0.381
1.802,1.922,1.69,1.582,2.073,0.761,0.432,0.048,2.201,0.26
3.718,3.536,3.148,2.716,2.729,2.558,2.074,1.682,3.44,0.681
3.454,3.435,3.367,2.654,3.194,2.159,0.203,0.187,2.859,0.291
4.0,4.0,4.0,3.915,3.41,2.559,0.671,0.643,3.766,1.082
3.545,3.227,3.266,2.953,2.856,1.986,0.902,0.479,2.969,0.626
2.596,2.341,2.233,1.674,1.979,1.561,0.733,0.48,2.77,0.144
3.138,3.071,2.865,2.335,2.629,2.437,1.986,1.612,2.897,0.87
2.145,1.883,1.537,1.418,2.464,1.192,0.741,0.315,2.227,0.382
2.74,2.734,2.387,2.083,2.521,1.743,0.601,0.377,2.489,0.901
2.191,2.073,1.374,1.096,2.284,0.686,0.165,0.153,1.901,0.017
2.95,2.59,2.3,2.247,2.456,1.413,1.669,0.658,2.462,0.633
2.353,2.376,2.077,1.744,2.214,1.3,0.846,0.846,2.224,0.088
2.816,2.626,2.318,1.917,2.55,1.475,0.187,0.0,2.053,0.727
3.26,2.979,2.654,2.097,2.758,2.128,0.82,0.678,2.866,0.44
2.403,2.087,1.592,1.579,2.399,0.969,0.4,0.377,2.054,0.214
2.83,2.685,2.181,1.966,2.187,1.356,1.129,0.834,2.509,0.266
2.425,2.341,1.829,1.575,2.099,0.898,0.444,0.478,1.998,0.0
2.476,2.246,1.946,1.467,2.317,0.887,0.624,0.353,2.494,0.187
3.53,3.453,2.905,2.379,2.667,1.463,1.472,0.903,3.255,0.645
1.1,0.554,0.488,0.469,1.814,0.293,0.06,0.0,1.126,0.0
3.319,2.933,2.713,2.418,2.397,1.586,0.636,0.335,2.724,0.128
1.408,0.793,0.63,0.601,2.03,0.989,0.493,0.279,1.501,0.092
2.665,2.845,2.406,2.037,2.176,1.735,1.018,1.006,2.311,0.21
1.875,1.62,1.607,1.45,2.435,1.28,0.605,0.558,1.955,0.509
3.41,2.997,2.747,2.298,2.69,1.93,1.54,1.002,2.809,0.893
1.97,2.164,1.597,1.506,2.222,1.001,0.125,0.0,1.947,0.155
3.018,2.843,2.618,2.337,2.621,1.884,0.488,0.344,2.425,0.157
1.528,1.756,1.569,1.274,2.297,1.088,0.512,0.517,2.151,0.186
3.031,2.935,2.942,2.693,2.442,1.543,0.855,0.137,2.507,0.787
3.78,3.587,3.484,3.418,3.497,2.773,0.348,0.121,3.008,1.463
3.291,3.708,3.467,3.206,2.916,2.568,0.616,0.329,2.901,0.907
2.967,2.871,2.562,2.329,2.719,1.242,0.469,0.082,2.758,0.889
2.86,2.343,1.757,1.272,2.685,1.571,0.572,0.327,2.487,0.165
2.947,2.611,2.029,1.517,2.249,1.475,0.455,0.202,2.249,0.17
2.469,2.116,1.71,1.655,2.315,1.199,0.547,0.28,2.406,0.076
2.73,2.405,2.117,1.837,2.431,1.676,0.602,0.455,2.328,0.045
3.554,3.576,3.45,2.802,2.959,1.913,1.754,1.293,3.255,0.608
1.631,1.082,0.821,0.706,2.122,0.926,0.135,0.09,1.202,0.129
2.879,2.545,2.28,2.141,2.492,1.656,0.983,0.094,2.277,0.049
1.95,1.308,1.253,0.971,2.068,0.74,0.277,0.233,1.827,0.09
3.152,3.249,2.738,2.188,2.476,2.045,2.572,2.657,3.089,0.56
2.39,2.36,1.972,1.733,2.266,1.464,0.595,0.433,2.474,0.202
1.616,1.51,1.551,1.487,2.459,1.385,0.537,0.128,1.792,0.431
1.674,1.785,1.206,1.024,2.185,0.816,0.556,0.304,1.806,0.0
2.388,2.236,1.821,1.224,2.317,1.306,0.671,0.249,2.383,0.155
